risk_pct,atr_sl,atr_tp,train_win_rate,train_net_profit,train_sharpe,train_sortino,train_profit_factor,train_max_dd,total_trades
2.0,2.0,2.5,44.047619047619044,-11153.72377077605,-6.824279419561979,-17.00292678680975,0.38214800630131507,11.493134092656051,84
1.5,2.0,2.5,44.047619047619044,-11153.72377077605,-6.824279419561979,-17.00292678680975,0.38214800630131507,11.493134092656051,84
2.5,2.0,2.5,44.047619047619044,-11153.72377077605,-6.824279419561979,-17.00292678680975,0.38214800630131507,11.493134092656051,84
2.5,2.0,3.5,34.523809523809526,-13531.102997439186,-6.8738084131393595,-23.76770922666301,0.40320615401543547,14.1276077237892,84
2.0,2.0,3.5,34.523809523809526,-13531.102997439186,-6.8738084131393595,-23.76770922666301,0.40320615401543547,14.1276077237892,84
1.5,2.0,3.5,34.523809523809526,-13531.102997439186,-6.8738084131393595,-23.76770922666301,0.40320615401543547,14.1276077237892,84
2.5,2.0,3.0,36.904761904761905,-13317.100642597725,-7.43711229543292,-21.592512621936812,0.36968733138367893,13.783910243927732,84
1.5,2.0,3.0,36.904761904761905,-13317.100642597725,-7.43711229543292,-21.592512621936812,0.36968733138367893,13.783910243927732,84
2.0,2.0,3.0,36.904761904761905,-13317.100642597725,-7.43711229543292,-21.592512621936812,0.36968733138367893,13.783910243927732,84
1.5,1.5,2.5,36.904761904761905,-11880.893263384249,-8.059013761421427,-30.724819176017007,0.34462933971494536,12.22030358526425,84
2.0,1.5,2.5,36.904761904761905,-11880.893263384249,-8.059013761421427,-30.724819176017007,0.34462933971494536,12.22030358526425,84
2.5,1.5,2.5,36.904761904761905,-11880.893263384249,-8.059013761421427,-30.724819176017007,0.34462933971494536,12.22030358526425,84
1.5,1.5,3.0,30.952380952380953,-13286.223108089544,-8.318218025902274,-32.63413561679692,0.34262045570529515,13.753032709419552,84
2.0,1.5,3.0,30.952380952380953,-13286.223108089544,-8.318218025902274,-32.63413561679692,0.34262045570529515,13.753032709419552,84
2.5,1.5,3.0,30.952380952380953,-13286.223108089544,-8.318218025902274,-32.63413561679692,0.34262045570529515,13.753032709419552,84
1.5,1.5,3.5,26.190476190476193,-14443.45061053423,-8.459073570696525,-35.38036403996191,0.33855360079913505,15.032965226314248,84
2.0,1.5,3.5,26.190476190476193,-14443.45061053423,-8.459073570696525,-35.38036403996191,0.33855360079913505,15.032965226314248,84
2.5,1.5,3.5,26.190476190476193,-14443.45061053423,-8.459073570696525,-35.38036403996191,0.33855360079913505,15.032965226314248,84
