entry_time,exit_time,type,entry_price,entry_price_effective,exit_price,exit_price_effective,qty,sl,tp,gross_pnl,entry_commission,exit_commission,net_pnl,exit_reason,atr,duration_candles
2025-12-19 12:42:00+05:30,2025-12-19 13:33:00+05:30,SELL,1568.4,1567.92948,1570.257142857143,1570.7282200000002,57,1570.257142857143,1564.6857142857143,-159.52818000001025,112.97198036,23.6,-296.10016036001025,SL Hit,0.7428571428571656,0
2025-12-22 09:45:00+05:30,2025-12-22 11:47:00+05:30,BUY,1573.3,1573.77199,1570.0321428571428,1569.5611332142857,57,1570.0321428571428,1579.8357142857144,-240.01883678571016,23.6,113.06498459321429,-376.68382137892445,SL Hit,1.3071428571428865,0
2025-12-23 10:49:00+05:30,2025-12-23 12:06:00+05:30,SELL,1573.5,1573.02795,1575.392857142857,1575.865475,56,1575.392857142857,1569.7142857142856,-158.90140000000792,111.6895652,23.6,-294.19096520000795,SL Hit,0.7571428571428831,0
2025-12-24 09:55:00+05:30,2025-12-24 11:43:00+05:30,SELL,1570.1,1569.62897,1564.9214285714284,1565.3909049999997,56,1572.6892857142857,1564.9214285714284,237.33164000001307,111.49922232,23.6,102.23241768001307,TP Hit,1.035714285714302,0
2025-12-26 10:46:00+05:30,2025-12-26 12:21:00+05:30,BUY,1558.9,1559.36767,1556.4714285714288,1556.0044871428574,57,1556.4714285714288,1563.7571428571428,-191.70142285713086,23.6,112.29225576714288,-327.5936786242737,SL Hit,0.9714285714285487,0
2025-12-29 11:19:00+05:30,2025-12-29 14:47:00+05:30,SELL,1548.0,1547.5356,1543.642857142857,1544.10595,57,1550.1785714285713,1543.642857142857,195.49005000000216,111.80952919999999,23.6,60.08052080000217,TP Hit,0.8714285714285747,0
2025-12-30 09:19:00+05:30,2025-12-30 09:38:00+05:30,BUY,1546.7,1547.16401,1553.0928571428574,1552.6269292857146,57,1543.5035714285714,1553.0928571428574,311.3863992857341,23.6,112.09973496928575,175.68666431644834,TP Hit,1.2785714285714513,0
2025-12-31 12:43:00+05:30,2025-12-31 12:55:00+05:30,BUY,1567.8,1568.27034,1572.9071428571428,1572.4352707142857,56,1565.2464285714286,1572.9071428571428,233.23611999999775,23.6,111.65637516000001,97.97974483999775,TP Hit,1.0214285714285682,0
2026-01-01 12:04:00+05:30,2026-01-01 12:34:00+05:30,SELL,1577.0,1576.5269,1578.8035714285716,1579.2772125000001,56,1578.8035714285716,1573.3928571428569,-154.01750000000357,111.8855064,23.6,-289.5030064000036,SL Hit,0.7214285714286299,0
2026-01-02 12:46:00+05:30,2026-01-02 13:45:00+05:30,BUY,1589.1,1589.57673,1592.492857142857,1592.015109285714,55,1587.4035714285712,1592.492857142857,134.11086071427349,23.6,111.16083101071428,-0.6499702964407845,TP Hit,0.6785714285714286,0
2026-01-05 11:14:00+05:30,2026-01-05 12:01:00+05:30,SELL,1597.0,1596.5209,1592.642857142857,1593.12065,55,1599.1785714285713,1592.642857142857,187.0137499999953,111.4086495,23.6,52.0051004999953,TP Hit,0.8714285714285747,0
2026-01-06 15:00:00+05:30,2026-01-07 09:17:00+05:30,BUY,1506.8,1507.2520399999999,1514.3714285714284,1513.917117142857,59,1503.0142857142857,1514.3714285714284,393.2395514285731,23.6,112.92110991142857,256.7184415171445,TP Hit,1.5142857142857014,0
2026-01-07 12:04:00+05:30,2026-01-07 12:08:00+05:30,BUY,1509.0,1509.4527,1506.9107142857142,1506.4586410714285,59,1506.9107142857142,1513.1785714285716,-176.64947678572298,23.6,112.48105982321428,-312.73053660893726,SL Hit,0.835714285714289,0
2026-01-08 11:48:00+05:30,2026-01-08 12:06:00+05:30,SELL,1481.6,1481.1555199999998,1476.635714285714,1477.0787049999997,60,1484.0821428571428,1476.635714285714,244.60890000000745,112.4693312,23.6,108.53956880000746,TP Hit,0.9928571428571819,0
2026-01-09 09:15:00+05:30,2026-01-09 09:17:00+05:30,SELL,1467.8,1467.3596599999998,1471.6392857142857,1472.0807775,60,1471.6392857142857,1460.1214285714286,-283.2670500000131,111.6415796,23.6,-418.50862960001314,SL Hit,1.5357142857142858,0
2026-01-12 11:42:00+05:30,2026-01-12 12:13:00+05:30,SELL,1454.4,1453.96368,1457.632142857143,1458.0694325000002,60,1457.632142857143,1447.9357142857143,-246.34515000000647,110.8378208,23.6,-380.7829708000065,SL Hit,1.2928571428571363,0
2026-01-13 13:55:00+05:30,2026-01-13 14:19:00+05:30,SELL,1454.4,1453.96368,1449.4714285714288,1449.9062700000002,60,1456.8642857142859,1449.4714285714288,243.44459999999344,110.8378208,23.6,109.00677919999345,TP Hit,0.9857142857142824,0
2026-01-14 10:33:00+05:30,2026-01-14 10:59:00+05:30,BUY,1457.6,1458.03728,1463.6357142857141,1463.1966235714285,60,1454.5821428571428,1463.6357142857141,309.56061428571047,23.6,111.39179741428572,174.56881687142473,TP Hit,1.2071428571428473,0
2026-01-16 11:32:00+05:30,2026-01-16 12:58:00+05:30,SELL,1471.0,1470.5587,1459.9642857142858,1460.4022750000001,60,1476.517857142857,1459.9642857142858,609.385499999994,111.83352199999999,23.6,473.9519779999939,TP Hit,2.2071428571428475,0
2026-01-19 10:22:00+05:30,2026-01-19 10:28:00+05:30,SELL,1421.7,1421.27349,1414.9857142857143,1415.41021,62,1425.057142857143,1414.9857142857143,363.52336000000196,111.71895638000001,23.6,228.20440362000195,TP Hit,1.342857142857172,0
2026-01-20 13:24:00+05:30,2026-01-20 13:34:00+05:30,BUY,1405.2,1405.62156,1403.45,1403.028965,63,1403.45,1408.7,-163.33348500000466,23.6,111.99082479500001,-298.92430979500466,SL Hit,0.700000000000013,0
2026-01-21 13:41:00+05:30,2026-01-21 14:28:00+05:30,BUY,1406.0,1406.4218,1401.875,1401.4544375,63,1401.875,1414.25,-312.94383750000225,23.6,111.89162956250001,-448.4354670625023,SL Hit,1.6499999999999935,0
2026-01-22 10:11:00+05:30,2026-01-22 10:19:00+05:30,BUY,1416.2,1416.6248600000001,1412.9678571428572,1412.5439667857142,62,1412.9678571428572,1422.6642857142858,-253.01537928572452,23.6,111.17772594071428,-387.7931052264388,SL Hit,1.2928571428571527,0
2026-01-23 13:15:00+05:30,2026-01-23 13:44:00+05:30,SELL,1388.0,1387.5836,1381.1785714285713,1381.592925,63,1391.4107142857144,1381.1785714285713,377.41252500000064,111.0177668,23.6,242.79475820000064,TP Hit,1.3642857142857403,0
2026-01-27 12:56:00+05:30,2026-01-27 13:06:00+05:30,SELL,1382.6,1382.1852199999998,1385.7071428571428,1386.1228549999998,63,1385.7071428571428,1376.3857142857141,-248.071005,110.67766885999998,23.6,-382.34867386,SL Hit,1.2428571428571655,0
2026-01-28 11:19:00+05:30,2026-01-28 11:42:00+05:30,BUY,1401.4,1401.82042,1398.9178571428572,1398.4981817857145,62,1398.9178571428572,1406.3642857142859,-205.97876928570486,23.6,110.3068872707143,-339.8856565564191,SL Hit,0.9928571428571331,0
2026-01-29 10:27:00+05:30,2026-01-29 10:59:00+05:30,SELL,1390.4,1389.98288,1394.3642857142859,1394.7825950000001,63,1394.3642857142859,1382.4714285714285,-302.38204500000666,111.16892144000002,23.6,-437.1509664400067,SL Hit,1.5857142857143214,0
2026-01-30 12:57:00+05:30,2026-01-30 13:04:00+05:30,BUY,1389.2,1389.61676,1387.307142857143,1386.8909507142857,62,1387.307142857143,1392.9857142857145,-169.00017571429134,23.6,109.5872389442857,-302.18741465857704,SL Hit,0.7571428571428831,0
2026-02-01 11:14:00+05:30,2026-02-01 11:42:00+05:30,BUY,1408.1,1408.52243,1402.725,1402.3041824999998,61,1402.725,1418.85,-379.3130975000115,23.6,109.1405551325,-512.0536526325116,SL Hit,2.1499999999999937,0
2026-02-02 10:01:00+05:30,2026-02-02 11:01:00+05:30,BUY,1365.3,1365.70959,1359.7642857142855,1359.3563564285712,63,1359.7642857142855,1376.3714285714286,-400.25371500001097,23.6,109.239450455,-533.093165455011,SL Hit,2.214285714285747,0
2026-02-03 14:32:00+05:30,2026-02-03 15:04:00+05:30,SELL,1441.9,1441.4674300000001,1436.4357142857145,1436.8666450000003,59,1444.6321428571428,1436.4357142857145,271.4463149999917,108.64657837000001,23.6,139.19973662999172,TP Hit,1.0928571428571072,0
2026-02-04 11:01:00+05:30,2026-02-04 11:27:00+05:30,SELL,1455.0,1454.5635,1449.1785714285716,1449.613325,59,1457.9107142857142,1449.1785714285716,292.06032499999674,109.41924649999999,23.6,159.04107849999676,TP Hit,1.1642857142856948,0
2026-02-05 09:15:00+05:30,2026-02-05 09:16:00+05:30,BUY,1460.5,1460.93815,1456.232142857143,1455.7952732142858,59,1456.232142857143,1469.0357142857142,-303.4297303571366,23.6,109.49192111964288,-436.5216514767795,SL Hit,1.7071428571428637,0
2026-02-06 10:19:00+05:30,2026-02-06 10:32:00+05:30,SELL,1439.5,1439.06815,1442.482142857143,1442.9148875,59,1442.482142857143,1433.5357142857144,-226.95751250000103,108.50502085,23.6,-359.06253335000105,SL Hit,1.19285714285713,0
2026-02-09 12:35:00+05:30,2026-02-09 12:52:00+05:30,BUY,1463.6,1464.03908,1462.492857142857,1462.0541092857143,58,1462.492857142857,1465.8142857142855,-115.12830142857274,23.6,108.39913833857142,-247.12743976714415,SL Hit,0.44285714285712985,0
2026-02-10 10:59:00+05:30,2026-02-10 11:24:00+05:30,BUY,1465.3,1465.73959,1463.2821428571428,1462.8431582142857,58,1463.2821428571428,1469.3357142857144,-167.99304357142273,23.6,108.44490317642857,-300.03794674785127,SL Hit,0.8071428571428702,0
2026-02-11 14:48:00+05:30,2026-02-12 09:15:00+05:30,BUY,1468.2,1468.64046,1465.8785714285714,1465.4388078571428,58,1465.8785714285714,1472.8428571428572,-185.69582428572085,23.6,108.59545085571429,-317.89127514143513,SL Hit,0.9285714285714448,0
